resume_title,salary,city,busyness,citizenship,skills_list,experience,experience_data,university,faculty,university_specialty,about_employee,foreign_languages
"Начальник ОТК Ведущий Главный инженер, технолог, инженер по ОТ и ТБ",180 000 ₽,"Подольск, готов к переезду",полная занятость,Россия,"['Преподавательские навыки', 'Ответственность', 'Работа с большим объемом информации', 'Пользователь ПК', 'Контроль качества', 'Работа с документами', 'Работа в команде']",Опыт работы 47 лет и 3 месяца,"[{'period': 'Июль 2009 – работает сейчас', 'duration': '15 лет и 11 месяцев', 'position': 'Преподаватель', 'company': 'Автошкола, Подольск', 'description': 'Преподаватель Автошкола, Подольск Преподаватель Автошкола, Подольск Обязанности: Преподавание правил дорожного движения и практические занятия на тренажёрах. Обязанности: Преподавание правил дорожного движения и практические занятия на тренажёрах. Обязанности: Преподавание правил дорожного движения и практические занятия на тренажёрах. Обязанности: Преподавание правил дорожного движения и практические занятия на тренажёрах.'}, {'period': 'Июнь 2008 – декабрь 2011', 'duration': '3 года и 7 месяцев', 'position': 'Инженер', 'company': 'КОНВЕРСЭКСПЕРТ, Москва', 'description': 'Инженер КОНВЕРСЭКСПЕРТ, Москва Инженер КОНВЕРСЭКСПЕРТ, Москва Обязанности: Разработка и внедрение в производство мероприятий по ОТК. А так же охране труда СОУТ, от травматизма и мероприятий по технике безопасности при работе на опасных производственных процессах согласно законодательства страны. Достижения: Результаты это выполнение поставленных задач. Обязанности: Разработка и внедрение в производство мероприятий по ОТК. А так же охране труда СОУТ, от травматизма и мероприятий по технике безопасности при работе на опасных производственных процессах согласно законодательства страны. Достижения: Результаты это выполнение поставленных задач. Обязанности: Разработка и внедрение в производство мероприятий по ОТК. А так же охране труда СОУТ, от травматизма и мероприятий по технике безопасности при работе на опасных производственных процессах согласно законодательства страны. Обязанности: Разработка и внедрение в производство мероприятий по ОТК. А так же охране труда СОУТ, от травматизма и мероприятий по технике безопасности при работе на опасных производственных процессах согласно законодательства страны. Достижения: Результаты это выполнение поставленных задач. Достижения: Результаты это выполнение поставленных задач.'}, {'period': 'Август 2008 – апрель 2009', 'duration': '9 месяцев', 'position': 'Рукаводитель, офицер+инженер СУЗ и КИП', 'company': 'Интер.институт ядерных иследований ОИЯИ', 'description': 'Рукаводитель, офицер+инженер СУЗ и КИП Интер.институт ядерных иследований ОИЯИ Рукаводитель, офицер+инженер СУЗ и КИП Интер.институт ядерных иследований ОИЯИ Обязанности: Кадровая служба в т. ч. по тех. средствам-охраны объектов+спец по защите информации ИТ. Служба при ОВО. УВД. МЧС. Мос, обл. г. Дубна. разрешение на оружие-самообороны. форма мвд+удостоверение. авто+праистерства обороныва кат. в. Обязанности: Кадровая служба в т. ч. по тех. средствам-охраны объектов+спец по защите информации ИТ. Служба при ОВО. УВД. МЧС. Мос, обл. г. Дубна. разрешение на оружие-самообороны. форма мвд+удостоверение. авто+праистерства обороныва кат. в. Обязанности: Кадровая служба в т. ч. по тех. средствам-охраны объектов+спец по защите информации ИТ. Служба при ОВО. УВД. МЧС. Мос, обл. г. Дубна. разрешение на оружие-самообороны. форма мвд+удостоверение. авто+праистерства обороныва кат. в. Обязанности: Кадровая служба в т. ч. по тех. средствам-охраны объектов+спец по защите информации ИТ. Служба при ОВО. УВД. МЧС. Мос, обл. г. Дубна. разрешение на оружие-самообороны. форма мвд+удостоверение. авто+праистерства обороныва кат. в.'}, {'period': 'Сентябрь 1973 – ноябрь 2003', 'duration': '30 лет и 3 месяца', 'position': 'Инженер технолог-механик и инженер пром. экономист. Кадров-безопастность. Преподаватель-тех. англ. язык', 'company': 'Предприятия, объекты министерства обороны', 'description': 'Инженер технолог-механик и инженер пром. экономист. Кадров-безопастность. Преподаватель-тех. англ. язык Предприятия, объекты министерства обороны Инженер технолог-механик и инженер пром. экономист. Кадров-безопастность. Преподаватель-тех. англ. язык Предприятия, объекты министерства обороны Обязанности: Служба в ВС. Офицер инженерно- технических служб пограничных войск. Обязанности: Служба в ВС. Офицер инженерно- технических служб пограничных войск. Обязанности: Служба в ВС. Офицер инженерно- технических служб пограничных войск. Обязанности: Служба в ВС. Офицер инженерно- технических служб пограничных войск.'}]",Политехнический институт,Технический,Инженер,"Обо мне Дополнительные сведения: Трудоголик, исполнителен, инициативен, коммуникабелен, целеустремлён, изобретателен, очень активен, скурпулёзен и педантичен в работе. Строг и требователен. Плохих привычек не имею. Велосипедные прогулки и плавание. Большой опыт на производстве, в работе: главного технолога, конструктора не стандартке, экономиста в нормировании трудозатрат+сырья и материалов.. Опыт преподавателя по предметам инженерной-графики, черчения, рисования, начертательная геометрия. Преподаватель спец. технического английского языка.","['Английский язык — технический', 'Немецкий язык — базовый', 'Армянский язык — разговорный', 'Турецкий язык — разговорный']"
